element,global_weight
pool_temperature_positive,0.0002890110896
massage_services_positive,0.0002866437118
room_service_negative,0.0002813145609
pool_opening_hours_negative,0.0002621832537
dietary_options_positive,0.0002586434117
spa_quality_negative,0.0002423478782
live_music_positive,0.0002387163863
pet_policy_positive,0.0002339978053
accessible_rooms_negative,0.0002314835726
discounts_offers_positive,0.0002267998127
late_checkout_negative,0.000220764564
bike_rental_positive,0.0002140479453
pool_cleanliness_negative,0.000208707723
ease_of_access_negative,0.0002035186763
proximity_hiking_trails_positive,0.0002009782354
parking_fees_negative,0.0001959248691
crib_availability_positive,0.0001951157466
proximity_beach_negative,0.000194449146
proximity_shops_negative,0.0001841280838
equipment_quality_positive,0.0001579901553
special_experiences_negative,0.0001547739816
mountain_views_positive,0.0001470939747
pool_bar_negative,0.0001308499476
ease_of_access_positive,0.0001290344461
evening_shows_positive,0.0001255980355
staff_assistance_negative,0.0001228456278
pest_control_positive,0.0001167380791
parking_fees_positive,0.0001129072662
accessible_rooms_positive,0.0001073232071
scenic_surroundings_negative,0.0001044212463
eco_friendly_practices_positive,0.0001035601728
pet_amenities_positive,0.0001018234544
unexpected_fees_positive,0.0001005656799
coverage_positive,9.70E-05
staff_assistance_positive,9.34E-05
themed_events_positive,8.78E-05
gym_size_negative,8.67E-05
sauna_positive,8.40E-05
airport_transfer_negative,8.03E-05
business_center_quality_positive,7.63E-05
pool_opening_hours_positive,7.09E-05
recycling_program_negative,7.07E-05
security_negative,7.00E-05
eco_friendly_practices_negative,6.61E-05
equipment_quality_negative,6.59E-05
family_room_availability_negative,6.21E-05
steam_room_positive,6.13E-05
proximity_airport_negative,6.05E-05
ride_share_access_positive,6.04E-05
gym_size_positive,5.92E-05
shuttle_service_negative,5.52E-05
evening_shows_negative,4.65E-05
crib_availability_negative,4.59E-05
equipment_variety_negative,4.58E-05
play_area_positive,4.44E-05
sauna_negative,4.33E-05
local_cuisine_availability_negative,4.23E-05
kids_club_positive,3.78E-05
activities_for_families_negative,3.77E-05
discounts_offers_negative,3.51E-05
lake_views_positive,3.34E-05
pet_policy_negative,3.21E-05
wellness_treatments_positive,3.04E-05
live_music_negative,3.04E-05
massage_services_negative,2.95E-05
holiday_decorations_positive,2.82E-05
ride_share_access_negative,2.67E-05
bike_rental_negative,2.63E-05
water_saving_measures_negative,2.61E-05
pet_fees_positive,2.59E-05
business_center_quality_negative,2.29E-05
recycling_program_positive,2.26E-05
spa_variety_positive,2.19E-05
play_area_negative,2.07E-05
proximity_sea_negative,1.99E-05
gym_cleanliness_positive,1.95E-05
printing_services_positive,1.80E-05
pet_fees_negative,1.70E-05
equipment_variety_positive,1.40E-05
opening_hours_negative,1.31E-05
dog_friendly_areas_positive,1.25E-05
dog_friendly_areas_negative,1.24E-05
drying_room_positive,1.18E-05
reponsiveness_to_requests_positive,1.18E-05
late_checkin_positive,1.10E-05
spa_variety_negative,1.07E-05
meeting_room_facilities_positive,1.05E-05
themed_events_negative,8.36E-06
restaurant_variety_negative,8.19E-06
proximity_hiking_trails_negative,7.85E-06
conference_services_positive,7.32E-06
water_saving_measures_positive,7.03E-06
gym_cleanliness_negative,6.82E-06
wifi_reliability_negative,5.89E-06
drying_room_negative,5.86E-06
opening_hours_positive,5.62E-06
karaoke_negative,5.53E-06
kids_club_negative,5.34E-06
meeting_room_facilities_negative,5.09E-06
staff_professionalism_negative,4.91E-06
energy_efficiency_positive,4.40E-06
steam_room_negative,4.00E-06
energy_efficiency_negative,2.56E-06
conference_services_negative,2.54E-06
mountain_views_negative,2.27E-06
reliability_to_requests_positive,1.22E-06
pet_amenities_negative,9.15E-07
