element,global_weight
unexpected_fees_negative,0.002128862594
pool_bar_positive,0.002103875986
smells_negative,0.002037537756
flexibility_positive,0.001984731205
proximity_beach_negative,0.001951476746
elevator_availability_negative,0.001941687412
lighting_negative,0.001919156443
views_negative,0.001903318797
shower_water_pressure_positive,0.001891218268
shuttle_service_positive,0.001847747647
pest_control_negative,0.00181853369
reliability_positive,0.001801457485
layout_negative,0.001799767098
proximity_public_transport_negative,0.001743703693
price_positive,0.001738697535
temperature_control_negative,0.00173413399
spa_quality_positive,0.001717699798
proximity_to_hotel_positive,0.001693700145
room_service_positive,0.001669364862
sunbeds_availability_negative,0.001666798845
coffee_quality_positive,0.001654747749
staff_friendliness_negative,0.001608118915
overall_hotel_cleanliness_negative,0.001588826559
mattress_quality_negative,0.001551895904
lighting_positive,0.001503975208
airport_transfer_positive,0.001470379353
overall_atmosphere_negative,0.001393734728
local_cuisine_availability_positive,0.001389984014
bar_quality_negative,0.001348074331
toiletries_positive,0.001343046261
toiletries_negative,0.00130349335
professionalism_negative,0.001226821623
early_checkin_positive,0.00117574252
pool_size_negative,0.001129571621
pillow_quality_negative,0.001119931269
taxi_availability_positive,0.001091378715
staff_helpfulness_negative,0.001074687959
soundproofing_positive,0.001070086068
speed_negative,0.001065472994
pool_temperature_positive,0.001059913887
keyless_entry_positive,0.001019457045
dietary_options_positive,0.001011190164
proximity_restaurants_negative,0.0009921651244
mountain_views_positive,0.0009885998453
restaurant_price_positive,0.0009736919091
evening_shows_positive,0.0009672568385
design_style_negative,0.0009585003588
pool_temperature_negative,0.0009577139905
keyless_entry_negative,0.0009396134277
pillow_quality_positive,0.0009109381265
neighborhood_vibrancy_negative,0.0009042714708
pool_opening_hours_negative,0.0008581634888
family_room_availability_positive,0.0008415206724
towels_freshness_negative,0.0008106914765
mattress_quality_positive,0.0008099177433
safety_area_negative,0.0008085517642
linens_freshness_negative,0.000799596373
proximity_nightlife_negative,0.0007965970514
coffee_quality_negative,0.000779747078
restaurant_price_negative,0.0007747234222
shower_water_pressure_negative,0.0007578930697
proximity_hiking_trails_positive,0.0007512327161
multilingual_staff_positive,0.0007420627058
pool_bar_negative,0.000721355319
temperature_control_positive,0.0007198187928
coverage_negative,0.0007185646325
late_checkout_positive,0.000710481736
dietary_options_negative,0.0006873583848
elevator_availability_positive,0.0006859717254
proximity_shops_negative,0.0006736404683
proximity_attractions_negative,0.0006712898958
pool_cleanliness_negative,0.0006439999175
proximity_to_hotel_negative,0.0006390088274
multilingual_staff_negative,0.000619446398
flexibility_negative,0.0005995126694
security_positive,0.0005960808007
live_music_positive,0.0005348344951
evening_shows_negative,0.0005199667915
play_area_positive,0.0005057626197
bike_rental_positive,0.0004796016904
pet_policy_positive,0.0004522127002
ease_booking_payment_negative,0.0004437214862
taxi_availability_negative,0.0004426547406
cleanliness_negative,0.0004398133928
spa_quality_negative,0.0004195850718
smells_positive,0.0004118973938
massage_services_positive,0.0003814774568
price_negative,0.0003712884714
pool_opening_hours_positive,0.0003560885531
scenic_surroundings_negative,0.0003265391023
discounts_offers_positive,0.0003236331235
room_service_negative,0.0003166780465
equipment_quality_positive,0.0003166134951
wheelchair_accessibility_positive,0.0003162473067
pest_control_positive,0.0003112359371
heating_positive,0.0002859112267
activities_for_families_negative,0.0002812310411
shuttle_service_negative,0.0002704773269
proximity_sea_negative,0.0002659455373
coverage_positive,0.0002641805346
themed_events_positive,0.000263022851
heating_negative,0.0002571205963
concierge_service_negative,0.0002429456176
late_checkout_negative,0.000239444472
ease_booking_payment_positive,0.0002193919409
pet_amenities_positive,0.0002155264948
sauna_positive,0.0002108811025
kids_club_positive,0.0002071920895
early_checkin_negative,0.0002060622859
live_music_negative,0.000191896327
gym_size_positive,0.0001853053605
unexpected_fees_positive,0.0001800650618
crib_availability_positive,0.0001726346218
gym_size_negative,0.0001696329707
airport_transfer_negative,0.0001670882442
ease_of_access_positive,0.0001622307521
dog_friendly_areas_positive,0.0001572339821
parking_fees_positive,0.0001505050225
proximity_airport_negative,0.0001497303998
wellness_treatments_positive,0.0001425694259
accessible_rooms_negative,0.0001424737224
equipment_quality_negative,0.0001422227585
local_cuisine_availability_negative,0.0001417767137
special_experiences_negative,0.0001360937439
eco_friendly_practices_positive,0.0001290434741
ease_of_access_negative,0.0001249967965
play_area_negative,0.0001240364893
accessible_rooms_positive,0.0001231050959
pet_policy_negative,0.0001045005054
sauna_negative,0.0001034976062
parking_fees_negative,9.85E-05
security_negative,9.60E-05
staff_assistance_positive,8.60E-05
bike_rental_negative,8.24E-05
family_room_availability_negative,8.18E-05
massage_services_negative,8.01E-05
themed_events_negative,7.75E-05
kids_club_negative,7.68E-05
spa_variety_positive,7.54E-05
equipment_variety_negative,7.38E-05
equipment_variety_positive,7.25E-05
eco_friendly_practices_negative,6.83E-05
staff_assistance_negative,6.20E-05
opening_hours_negative,5.96E-05
steam_room_positive,5.82E-05
recycling_program_positive,5.46E-05
lake_views_positive,4.98E-05
steam_room_negative,4.57E-05
recycling_program_negative,4.20E-05
proximity_hiking_trails_negative,3.79E-05
gym_cleanliness_positive,3.58E-05
crib_availability_negative,3.53E-05
business_center_quality_positive,3.46E-05
karaoke_positive,3.42E-05
discounts_offers_negative,3.14E-05
spa_variety_negative,2.99E-05
mountain_views_negative,2.43E-05
opening_hours_positive,2.27E-05
water_saving_measures_positive,2.13E-05
water_saving_measures_negative,2.11E-05
dog_friendly_areas_negative,2.09E-05
drying_room_positive,2.07E-05
pet_fees_negative,1.96E-05
pet_amenities_negative,1.94E-05
drying_room_negative,1.83E-05
wellness_treatments_negative,1.82E-05
printing_services_positive,1.73E-05
reponsiveness_to_requests_positive,1.68E-05
late_checkin_positive,1.60E-05
ride_share_access_positive,1.34E-05
restaurant_variety_positive,1.23E-05
business_center_quality_negative,1.23E-05
energy_efficiency_positive,1.21E-05
pet_fees_positive,1.19E-05
holiday_decorations_positive,1.13E-05
restaurant_variety_negative,1.06E-05
meeting_room_facilities_positive,1.05E-05
staff_professionalism_positive,9.85E-06
reliability_to_requests_positive,9.52E-06
gym_cleanliness_negative,8.93E-06
energy_efficiency_negative,7.70E-06
casino_positive,7.38E-06
staff_friendfulness_positive,6.43E-06
proximity_ski_resort_positive,5.89E-06
karaoke_negative,4.85E-06
ski_storage_positive,3.47E-06
reponsiveness_to_requests_negative,2.96E-06
babysitting_service_positive,2.45E-06
staff_professionalism_negative,2.35E-06
conference_services_positive,2.07E-06
ride_share_access_negative,1.65E-06
casino_negative,1.22E-06
meeting_room_facilities_negative,1.15E-06
printing_services_negative,7.87E-07
resort_fees_positive,5.93E-07
