element,global_weight
housekeeping_service_negative,0.003090024516
toiletries_negative,0.003055403106
smells_negative,0.003042357705
furniture_condition_negative,0.002944260428
lake_views_positive,0.002861510791
professionalism_positive,0.002818444742
special_experiences_positive,0.002732838097
unexpected_fees_negative,0.002711514353
furniture_condition_positive,0.002672487997
soundproofing_negative,0.00265545957
pool_size_positive,0.002568581676
reliability_negative,0.002542547712
coffee_quality_positive,0.002491931947
play_area_positive,0.002415364007
proximity_to_hotel_positive,0.00232679976
keyless_entry_positive,0.002287527486
shuttle_service_positive,0.002275073491
layout_negative,0.002204172689
proximity_restaurants_negative,0.002202057542
family_room_availability_positive,0.002196989113
lighting_negative,0.002164422344
flexibility_positive,0.002162539696
speed_negative,0.002126554706
staff_friendliness_negative,0.002041843307
housekeeping_service_positive,0.002011011392
elevator_availability_negative,0.001982597004
proximity_public_transport_negative,0.001968527019
ski_in_ski_out_positive,0.001932360661
reliability_positive,0.00188622827
maintenance_positive,0.001885823921
balcony_or_terrace_negative,0.001868366047
security_positive,0.001859404337
pet_policy_positive,0.001837407258
overall_atmosphere_negative,0.001795779699
staff_helpfulness_negative,0.001702927981
multilingual_staff_positive,0.001701355492
spa_quality_negative,0.001677042944
discounts_offers_positive,0.001599484049
design_style_negative,0.001519799443
keyless_entry_negative,0.001489301944
restaurant_price_negative,0.00148109263
lighting_positive,0.001469276261
ski_rental_positive,0.00145194837
mattress_quality_negative,0.001434885003
heating_negative,0.001414095434
heating_positive,0.001386719773
professionalism_negative,0.001349656576
sauna_negative,0.001341352111
proximity_nightlife_positive,0.001328990039
dietary_options_positive,0.001316007561
views_negative,0.00128187785
safety_area_positive,0.001193213356
pest_control_negative,0.001164233517
towels_freshness_negative,0.001117940111
multilingual_staff_negative,0.001114132217
linens_freshness_positive,0.001092672312
shower_water_pressure_positive,0.001054335951
ease_booking_payment_negative,0.001050794754
room_service_positive,0.00102648449
bar_quality_negative,0.001002534798
neighborhood_vibrancy_negative,0.0009660841955
pool_temperature_negative,0.0009581283982
soundproofing_positive,0.0009538356685
proximity_to_hotel_negative,0.0008858242934
dietary_options_negative,0.0008800431692
local_cuisine_availability_positive,0.0008610947464
elevator_availability_positive,0.0008596552195
price_negative,0.0008529768964
temperature_control_positive,0.000852487883
flexibility_negative,0.0008428580459
cleanliness_negative,0.000836942788
proximity_shops_negative,0.000825934561
pet_amenities_positive,0.0008161441188
towels_freshness_positive,0.0007567014003
ski_storage_negative,0.0007230195612
pillow_quality_positive,0.0007226329829
drying_room_positive,0.0007223834992
pool_size_negative,0.0006938801386
toiletries_positive,0.0006921672592
coverage_negative,0.0006873066154
bike_rental_positive,0.0006867538431
proximity_attractions_negative,0.0006757190312
restaurant_price_positive,0.0006720123875
wheelchair_accessibility_negative,0.0006603452686
ski_pass_services_positive,0.0006598099193
steam_room_positive,0.0006585919726
early_checkin_negative,0.0006133958407
air_conditioning_positive,0.0006116879122
room_service_negative,0.0005938675188
pool_temperature_positive,0.000583150855
safety_area_negative,0.0005825555265
ski_shuttle_positive,0.0005648359116
mattress_quality_positive,0.0005642592784
coffee_quality_negative,0.0005367695602
drying_room_negative,0.0004979762518
early_checkin_positive,0.0004612468249
coverage_positive,0.0004551441265
proximity_ski_lift_negative,0.0004441334943
shower_water_pressure_negative,0.0004199684677
proximity_airport_positive,0.0004000909365
spa_variety_positive,0.0003913909124
crib_availability_positive,0.0003748487723
pool_opening_hours_negative,0.0003419056267
ski_in_ski_out_negative,0.000338823914
proximity_beach_positive,0.0003326628285
linens_freshness_negative,0.0003320610135
security_negative,0.0003279636416
late_checkout_negative,0.0003257093287
massage_services_positive,0.0003044522054
pet_fees_negative,0.0002969845794
kids_club_positive,0.0002969645721
sunbeds_availability_negative,0.0002856555046
dog_friendly_areas_positive,0.0002844008397
pet_policy_negative,0.0002807775237
taxi_availability_positive,0.0002487854807
proximity_ski_resort_negative,0.0002437786033
accessible_rooms_negative,0.000243420789
equipment_quality_positive,0.0002329467839
live_music_positive,0.000226039638
smells_positive,0.0002243760734
late_checkout_positive,0.0002215754934
family_room_availability_negative,0.0002181214816
gym_size_positive,0.0002114931005
ease_of_access_positive,0.0002072692648
pool_cleanliness_negative,0.0002060168379
wellness_treatments_positive,0.000199313164
scenic_surroundings_negative,0.0001975297133
sunbeds_availability_positive,0.0001942469409
gym_size_negative,0.0001915027254
discounts_offers_negative,0.000182120921
shuttle_service_negative,0.0001784367809
pool_opening_hours_positive,0.0001779503063
mountain_views_negative,0.0001730369406
play_area_negative,0.0001716649314
proximity_nightlife_negative,0.0001621587208
parking_fees_negative,0.0001613270225
ski_pass_services_negative,0.0001596469083
proximity_sea_positive,0.0001524050074
proximity_lake_positive,0.0001511329961
equipment_variety_negative,0.0001460333974
spa_variety_negative,0.0001443751809
steam_room_negative,0.0001386911526
activities_for_families_negative,0.0001384669261
babysitting_service_positive,0.0001370610066
massage_services_negative,0.0001130013525
concierge_service_negative,0.0001127609454
recycling_program_negative,0.0001127076876
accessible_rooms_positive,0.000108396303
equipment_variety_positive,0.0001024198049
eco_friendly_practices_positive,9.89E-05
equipment_quality_negative,9.63E-05
pool_bar_positive,9.31E-05
proximity_beach_negative,8.19E-05
crib_availability_negative,7.86E-05
lake_views_negative,7.80E-05
proximity_hiking_trails_negative,7.43E-05
ski_rental_negative,7.43E-05
holiday_decorations_positive,7.21E-05
themed_events_positive,7.19E-05
kids_club_negative,6.82E-05
pool_bar_negative,6.48E-05
wheelchair_accessibility_positive,6.33E-05
airport_transfer_negative,6.32E-05
ease_of_access_negative,5.43E-05
ease_booking_payment_positive,5.42E-05
proximity_airport_negative,5.38E-05
live_music_negative,4.79E-05
special_experiences_negative,4.69E-05
meeting_room_facilities_positive,4.55E-05
evening_shows_positive,4.33E-05
airport_transfer_positive,4.24E-05
ski_shuttle_negative,4.10E-05
bike_rental_negative,3.77E-05
unexpected_fees_positive,3.31E-05
staff_assistance_negative,2.95E-05
ride_share_access_positive,2.86E-05
energy_efficiency_negative,2.66E-05
pet_fees_positive,2.63E-05
opening_hours_positive,1.70E-05
meeting_room_facilities_negative,1.28E-05
parking_fees_positive,1.27E-05
taxi_availability_negative,1.03E-05
local_cuisine_availability_negative,7.68E-06
business_center_quality_negative,5.77E-06
conference_services_positive,4.82E-06
